City_ID,City,Country,Max_Temp,Current_Description,Lat,Lng,Hotel Name
643,Rio Gallegos,AR,69.85399999999998,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
646,Mweka,CD,69.33199999999994,moderate rain,-4.85,21.5667,Guest House Boshab
647,Kaberamaido,UG,73.32800000000003,broken clouds,1.7389,33.1594,"Little Orchard, Kaberamaido"
651,Quatre Cocos,MU,77.108,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
655,Makakilo City,US,70.12399999999997,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
656,Bambous Virieux,MU,77.25200000000001,scattered clouds,-20.3428,57.7575,Casa Tia Villa
666,Ensenada,MX,75.416,clear sky,31.8667,-116.6167,Best Western El Cid
671,Lubumbashi,CD,67.80200000000008,broken clouds,-11.6609,27.4794,Glo Flats
672,Lere,NG,74.55200000000008,scattered clouds,10.387,8.5726,
674,Tainan,TW,71.38399999999996,mist,22.9908,120.2133,Tie Dao Hotel
675,Kloulklubed,PW,77.50399999999996,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
680,Kwinana,AU,66.344,scattered clouds,-32.25,115.7667,Rockingham Apartments
